mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-00797,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Procorolan_Change,Procorolan Change,text,No,Medication,medication_statement,procorolan_change,Refactor,Medication review
MAP-00798,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Amlodipine,Amlodipine (CCB) dose,select,No,Medication,medication_statement,amlodipine,Refactor,Medication review
MAP-00799,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Amlodipine_Status,Amlodipine (CCB) status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00800,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Amlodipine_Custom,Amlodipine (CCB) custom dose,text,No,Medication,medication_statement,amlodipine_custom,Refactor,Medication review
MAP-00801,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Amlodipine_Freq,Amlodipine (CCB) frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00802,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Amlodipine_Change,Amlodipine (CCB) change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00803,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Amlodipine,Amlodipine (CCB) dose,text,No,Medication,medication_statement,amlodipine,Refactor,Medication review
MAP-00804,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Amlodipine_Status,Amlodipine (CCB) Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00805,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Amlodipine_Custom,Amlodipine (CCB) Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00806,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Amlodipine_Freq,Amlodipine (CCB) Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00807,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Amlodipine_Change,Amlodipine (CCB) Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00808,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Nifedipine,Nifedipine (CCB) dose,select,No,Medication,medication_statement,nifedipine,Refactor,Medication review
MAP-00809,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Nifedipine_Status,Nifedipine (CCB) status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00810,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Nifedipine_Custom,Nifedipine (CCB) custom dose,text,No,Medication,medication_statement,nifedipine_custom,Refactor,Medication review
MAP-00811,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Nifedipine_Freq,Nifedipine (CCB) frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00812,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Nifedipine_Change,Nifedipine (CCB) change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00813,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Nifedipine,Nifedipine (CCB) dose,text,No,Medication,medication_statement,nifedipine,Refactor,Medication review
MAP-00814,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Nifedipine_Status,Nifedipine (CCB) Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00815,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Nifedipine_Custom,Nifedipine (CCB) Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00816,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Nifedipine_Freq,Nifedipine (CCB) Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00817,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Nifedipine_Change,Nifedipine (CCB) Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00818,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Diltiazem,Diltiazem (CCB) dose,select,No,Outcome,clinical_event,diltiazem,Refactor,Endpoint review
MAP-00819,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Diltiazem_Status,Diltiazem (CCB) status,select,No,Outcome,clinical_event,diltiazem_status,Refactor,Endpoint review
MAP-00820,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Diltiazem_Custom,Diltiazem (CCB) custom dose,text,No,Outcome,clinical_event,diltiazem_custom,Refactor,Endpoint review
MAP-00821,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Diltiazem_Freq,Diltiazem (CCB) frequency,text,No,Outcome,clinical_event,diltiazem_freq,Refactor,Endpoint review
MAP-00822,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Diltiazem_Change,Diltiazem (CCB) change,text,No,Outcome,clinical_event,diltiazem_change,Refactor,Endpoint review
MAP-00823,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Diltiazem,Diltiazem (CCB) dose,text,No,Outcome,clinical_event,diltiazem,Refactor,Endpoint review
MAP-00824,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Diltiazem_Status,Diltiazem (CCB) Status,select,No,Outcome,clinical_event,diltiazem_status,Refactor,Endpoint review
MAP-00825,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Diltiazem_Custom,Diltiazem (CCB) Custom,text,No,Outcome,clinical_event,diltiazem_custom,Refactor,Endpoint review
MAP-00826,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Diltiazem_Freq,Diltiazem (CCB) Freq,text,No,Outcome,clinical_event,diltiazem_freq,Refactor,Endpoint review
MAP-00827,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Diltiazem_Change,Diltiazem (CCB) Change,text,No,Outcome,clinical_event,diltiazem_change,Refactor,Endpoint review
MAP-00828,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Verapamil,Verapamil (CCB) dose,select,No,Medication,medication_statement,verapamil,Refactor,Medication review
MAP-00829,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Verapamil_Status,Verapamil (CCB) status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00830,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Verapamil_Custom,Verapamil (CCB) custom dose,text,No,Medication,medication_statement,verapamil_custom,Refactor,Medication review
MAP-00831,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Verapamil_Freq,Verapamil (CCB) frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00832,HF,index (8).html,Visits,Vasodilators / Rate Control,V_Verapamil_Change,Verapamil (CCB) change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00833,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Verapamil,Verapamil (CCB) dose,text,No,Medication,medication_statement,verapamil,Refactor,Medication review
MAP-00834,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Verapamil_Status,Verapamil (CCB) Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00835,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Verapamil_Custom,Verapamil (CCB) Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00836,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Verapamil_Freq,Verapamil (CCB) Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00837,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_Verapamil_Change,Verapamil (CCB) Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00838,HF,index (8).html,Visits,Vasodilators / Rate Control,V_OtherCCB,Other CCB dose,select,No,Medication,medication_statement,otherccb,Refactor,Medication review
MAP-00839,HF,index (8).html,Visits,Vasodilators / Rate Control,V_OtherCCB_Status,Other CCB status,select,No,Module extension,form_response,otherccb_status,Refactor,Domain review
MAP-00840,HF,index (8).html,Visits,Vasodilators / Rate Control,V_OtherCCB_Custom,Other CCB custom dose,text,No,Medication,medication_statement,otherccb_custom,Refactor,Medication review
MAP-00841,HF,index (8).html,Visits,Vasodilators / Rate Control,V_OtherCCB_Freq,Other CCB frequency,text,No,Module extension,form_response,otherccb_freq,Refactor,Domain review
MAP-00842,HF,index (8).html,Visits,Vasodilators / Rate Control,V_OtherCCB_Change,Other CCB change,text,No,Module extension,form_response,otherccb_change,Refactor,Domain review
MAP-00843,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_OtherCCB,Other CCB dose,text,No,Medication,medication_statement,otherccb,Refactor,Medication review
MAP-00844,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_OtherCCB_Status,Other CCB Status,select,No,Module extension,form_response,otherccb_status,Refactor,Domain review
MAP-00845,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_OtherCCB_Custom,Other CCB Custom,text,No,Module extension,form_response,otherccb_custom,Refactor,Domain review
MAP-00846,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_OtherCCB_Freq,Other CCB Freq,text,No,Module extension,form_response,otherccb_freq,Refactor,Domain review
MAP-00847,HF,index (8).html,In-Hospital Admission,Medication: Vasodilators / Rate Control,A_OtherCCB_Change,Other CCB Change,text,No,Module extension,form_response,otherccb_change,Refactor,Domain review
MAP-00848,HF,index (8).html,Visits,Diuretics,V_Furosemide,Furosemide dose,select,No,Medication,medication_statement,furosemide,Refactor,Medication review
MAP-00849,HF,index (8).html,Visits,Diuretics,V_Furosemide_Status,Furosemide status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00850,HF,index (8).html,Visits,Diuretics,V_Furosemide_Custom,Furosemide custom dose,text,No,Medication,medication_statement,furosemide_custom,Refactor,Medication review
MAP-00851,HF,index (8).html,Visits,Diuretics,V_Furosemide_Freq,Furosemide frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00852,HF,index (8).html,Visits,Diuretics,V_Furosemide_Change,Furosemide change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00853,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Furosemide,Furosemide dose,text,No,Medication,medication_statement,furosemide,Refactor,Medication review
MAP-00854,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Furosemide_Status,Furosemide Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00855,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Furosemide_Custom,Furosemide Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00856,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Furosemide_Freq,Furosemide Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00857,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Furosemide_Change,Furosemide Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00858,HF,index (8).html,Visits,Diuretics,V_Torsemide,Torsemide dose,select,No,Medication,medication_statement,torsemide,Refactor,Medication review
MAP-00859,HF,index (8).html,Visits,Diuretics,V_Torsemide_Status,Torsemide status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00860,HF,index (8).html,Visits,Diuretics,V_Torsemide_Custom,Torsemide custom dose,text,No,Medication,medication_statement,torsemide_custom,Refactor,Medication review
MAP-00861,HF,index (8).html,Visits,Diuretics,V_Torsemide_Freq,Torsemide frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00862,HF,index (8).html,Visits,Diuretics,V_Torsemide_Change,Torsemide change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00863,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Torsemide,Torsemide dose,text,No,Medication,medication_statement,torsemide,Refactor,Medication review
MAP-00864,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Torsemide_Status,Torsemide Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00865,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Torsemide_Custom,Torsemide Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00866,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Torsemide_Freq,Torsemide Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00867,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Torsemide_Change,Torsemide Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00868,HF,index (8).html,Visits,Diuretics,V_Metolazone,Metolazone dose,select,No,Medication,medication_statement,metolazone,Refactor,Medication review
MAP-00869,HF,index (8).html,Visits,Diuretics,V_Metolazone_Status,Metolazone status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00870,HF,index (8).html,Visits,Diuretics,V_Metolazone_Custom,Metolazone custom dose,text,No,Medication,medication_statement,metolazone_custom,Refactor,Medication review
MAP-00871,HF,index (8).html,Visits,Diuretics,V_Metolazone_Freq,Metolazone frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00872,HF,index (8).html,Visits,Diuretics,V_Metolazone_Change,Metolazone change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00873,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Metolazone,Metolazone dose,text,No,Medication,medication_statement,metolazone,Refactor,Medication review
MAP-00874,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Metolazone_Status,Metolazone Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00875,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Metolazone_Custom,Metolazone Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00876,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Metolazone_Freq,Metolazone Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00877,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_Metolazone_Change,Metolazone Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00878,HF,index (8).html,Visits,Diuretics,V_HCTZ,HCTZ dose,select,No,Medication,medication_statement,hctz,Refactor,Medication review
MAP-00879,HF,index (8).html,Visits,Diuretics,V_HCTZ_Status,HCTZ status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00880,HF,index (8).html,Visits,Diuretics,V_HCTZ_Custom,HCTZ custom dose,text,No,Medication,medication_statement,hctz_custom,Refactor,Medication review
MAP-00881,HF,index (8).html,Visits,Diuretics,V_HCTZ_Freq,HCTZ frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00882,HF,index (8).html,Visits,Diuretics,V_HCTZ_Change,HCTZ change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00883,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_HCTZ,HCTZ dose,text,No,Medication,medication_statement,hctz,Refactor,Medication review
MAP-00884,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_HCTZ_Status,HCTZ Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00885,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_HCTZ_Custom,HCTZ Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00886,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_HCTZ_Freq,HCTZ Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00887,HF,index (8).html,In-Hospital Admission,Medication: Diuretics,A_HCTZ_Change,HCTZ Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00888,HF,index (8).html,Visits,Intravenous Iron,V_Ferinject,Ferinject (ferric carboxymaltose) dose,select,No,Medication,medication_statement,ferinject,Refactor,Medication review
